codigo,n_anpc,ano,mes,dia,data_alerta,hora_alerta,data_extincao,hora_extincao,data_1intervencao,hora_1intervencao,distrito,concelho,freguesia,local,dico_ine,lat,lon,x_militar,y_militar,coord_fonte,area_total_ha,area_povoamento_ha,area_mato_ha,area_agricola_ha,tipo,causa_codigo,causa_tipo,reacendimento,incendio_florestal,incendio_agricola,queimada,duracao_h
BI115565,2015090025348.0,2015,8,22,2015-08-22,16:07:00,2015-08-23,00:16:00,2015-08-22,16:15:00,Guarda,Trancoso,Póvoa do Concelho,Carvalheira,91314,40.754864,-7.242265,275130.0,421216.0,dms_recuperado,179.0,60.0,103.4,15.6,Florestal,311.0,Intencional,0,1,0,0,8.15
TM1151197,2015170018151.0,2015,8,22,2015-08-22,13:00:00,2015-08-22,20:20:00,2015-08-22,13:30:00,Vila Real,Ribeira de Pena,Canedo,Penalonga,170902,41.646948,-7.743735,232451.0,519802.0,dms_recuperado,130.0,70.0,60.0,0.0,Florestal,448.0,Intencional,0,1,0,0,7.33
TM1151220,2015170018703.0,2015,8,29,2015-08-29,13:07:00,2015-08-29,20:17:00,2015-08-29,13:20:00,Vila Real,Chaves,Águas Frias,"Vale da Mó (Rua Val da Nogueira, 5400, Portugal)",170301,41.736389,-7.373889,263047.0,530126.0,dms_recuperado,135.0,45.0,90.0,0.0,Florestal,125.0,Negligente,0,1,0,0,7.17
TM215577,2015040024363.0,2015,8,29,2015-08-29,10:19:00,2015-08-29,12:45:00,,,Bragança,Macedo de Cavaleiros,Talhas,TALHAS,40530,41.45924,-6.70297,319484.0,499859.0,dms_recuperado,126.5,1.3,125.2,0.0,Florestal,125.0,Negligente,0,1,0,0,2.43
TM215588,2015040024538.0,2015,8,30,2015-08-30,17:02:00,2015-08-31,03:25:00,2015-08-30,17:10:00,Bragança,Macedo de Cavaleiros,Espadanedo,Bousende,40513,41.64611,-6.91083,301830.0,520357.0,dms_recuperado,570.0,170.0,400.0,0.0,Florestal,51.0,Natural,0,1,0,0,10.38
BL1151236,2015180046679.0,2015,8,30,2015-08-30,14:14:00,2015-08-31,01:00:00,2015-08-30,14:25:00,Viseu,Moimenta da Beira,Vilar,VILAR,180720,40.980736,-7.555664,248608.0,445910.0,dms_recuperado,362.0,40.68,321.32,0.0,Florestal,630.0,Desconhecida,0,1,0,0,10.77
BL215573,2015060037314.0,2015,8,30,2015-08-30,12:42:00,2015-08-31,15:57:00,2015-08-30,12:54:00,Coimbra,Coimbra,Almalaguês,Carpinteiros,60301,40.153369,-8.406578,176692.0,353896.0,dms_recuperado,252.0,127.0,125.0,0.0,Florestal,211.0,Negligente,0,1,0,0,27.25
BI215447,2015050023479.0,2015,8,30,2015-08-30,15:28:00,2015-08-30,21:06:00,2015-08-30,15:38:00,Castelo Branco,Covilhã,Barco,Cabril,50304,40.167498,-7.573862,247638.0,355582.0,dms_recuperado,170.771,52.3,118.471,0.0,Florestal,60.0,Desconhecida,0,1,0,0,5.63
DM3151401,2015160022790.0,2015,9,3,2015-09-03,21:11:00,2015-09-04,05:51:00,2015-09-03,21:21:00,Viana do Castelo,Valença,Cerdal,Gondim,160803,41.973993,-8.610077,160475.0,556154.0,dms_recuperado,118.6244,7.0,111.6244,0.0,Queimada,126.0,Negligente,0,0,0,1,8.67
TM215608,2015040025130.0,2015,9,4,2015-09-04,20:56:00,2015-09-05,07:45:00,2015-09-04,21:05:00,Bragança,Freixo de Espada à Cinta,Mazouco,Lombo do Carvalhão - PNDI,40405,41.173427,-6.796096,312197.0,467989.0,dms_recuperado,240.0,0.0,240.0,0.0,Florestal,448.0,Intencional,0,1,0,0,10.82
DM3151409,2015160022884.0,2015,9,4,2015-09-04,21:13:00,2015-09-05,11:26:00,2015-09-04,21:30:00,Viana do Castelo,Monção,Barbeita,FERREIROS,160404,42.063527,-8.403021,177660.0,566045.0,dms_recuperado,224.0,134.0,90.0,0.0,Florestal,448.0,Intencional,0,1,0,0,14.22
DM4152045,2015030063820.0,2015,9,6,2015-09-06,13:13:00,2015-09-06,14:06:00,2015-09-06,13:14:00,Braga,Fafe,Gontim,FELGUEIRAS,30715,41.531189,-8.101377,202649.0,506865.0,dms_recuperado,193.0,15.0,178.0,0.0,Florestal,60.0,Desconhecida,0,1,0,0,0.88
DM2154002,2015130130217.0,2015,9,6,2015-09-06,14:27:00,2015-09-07,00:24:00,2015-09-06,14:30:00,Porto,Valongo,Campo,COUCE,131502,41.172915,-8.478713,171008.0,467125.0,dms_recuperado,188.4,110.35,78.05,0.0,Florestal,610.0,Desconhecida,0,1,0,0,9.95
BL3151526,2015010062943.0,2015,9,7,2015-09-07,13:26:00,2015-09-08,20:42:00,2015-09-07,13:36:00,Aveiro,Arouca,Canelas,Prolonga,10406,40.973152,-8.199661,194394.0,444889.0,dms_recuperado,260.0,255.0,5.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,31.27
DM4152079,2015030064148.0,2015,9,7,2015-09-07,18:04:00,2015-09-08,06:47:00,2015-09-07,18:20:00,Braga,Vieira do Minho,Mosteiro,RIO LONGO,31110,41.605234,-8.133559,199960.0,515102.0,dms_recuperado,110.0,30.0,80.0,0.0,Florestal,4.0,Intencional,0,1,0,0,12.72
TM1151357,2015170019703.0,2015,9,8,2015-09-08,22:54:00,2015-09-09,10:50:00,2015-09-08,23:00:00,Vila Real,Sabrosa,Passos,SÃO DOMINGOS,171007,41.208862,-7.603077,244457.0,471212.0,dms_recuperado,124.6,1.0,123.6,0.0,Florestal,448.0,Intencional,0,1,0,0,11.93
DM3151442,2015160023256.0,2015,9,8,2015-09-08,15:32:00,2015-09-09,00:11:00,2015-09-08,15:38:00,Viana do Castelo,Monção,Barbeita,OUTEIRO - LONGOS VALES,160404,42.046983,-8.409751,177102.0,564195.0,dms_recuperado,105.0,65.0,40.0,0.0,Florestal,711.0,Reacendimento,1,1,0,0,8.65
TM215646,2015040025841.0,2015,9,11,2015-09-11,12:48:00,2015-09-11,20:00:00,2015-09-11,13:03:00,Bragança,Vinhais,Vilar de Lomba,Ferreiros,41231,41.845383,-7.189166,278399.0,542188.0,dms_recuperado,196.15,2.96,192.99,0.2,Florestal,125.0,Negligente,0,1,0,0,7.2
TM215653,2015040025960.0,2015,9,12,2015-09-12,20:00:00,2015-09-13,02:00:00,2015-09-12,20:05:00,Bragança,Bragança,Babe,LABIADOS-PNM,40203,41.851266,-6.64,323998.0,543513.0,dms_recuperado,115.63,0.0,109.04,6.59,Florestal,60.0,Desconhecida,0,1,0,0,6.0
AG115581,2015080042134.0,2015,10,1,2015-10-01,12:32:00,2015-10-02,05:34:00,2015-10-01,12:44:00,Faro,Monchique,Marmelete,"Vale da Junca (Unnamed Road, 8550, Portugal)",80902,37.266667,-8.67,152273.0,33709.0,dms_recuperado,203.1,0.0,203.1,0.0,Florestal,124.0,Negligente,0,1,0,0,17.03
BL3151671,2015010069272.0,2015,10,2,2015-10-02,13:20:00,2015-10-04,02:39:00,2015-10-02,13:35:00,Aveiro,Arouca,Covelo de Paivó,COVELO DE PAIVÔ,10408,40.883121,-8.163976,197407.0,434892.0,dms_recuperado,221.0,0.0,221.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,37.32
DM416175,2016030032861.0,2016,5,2,2016-05-02,15:09:00,2016-05-02,18:31:00,2016-05-02,15:15:00,Braga,Cabeceiras de Basto,Passos,L. PORTELA (PASSOS),30412,41.485685,-8.044992,207361.0,501822.0,dms_recuperado,106.0,5.0,101.0,0.0,Florestal,630.0,Desconhecida,0,1,0,0,3.37
BL316438,2016010051060.0,2016,7,15,2016-07-15,00:24:00,2016-07-16,03:59:00,2016-07-15,00:45:00,Aveiro,Vale de Cambra,Junqueira,Calvela (Currais),11905,40.810905,-8.335791,182900.0,426899.0,dms_recuperado,309.0,247.2,61.8,0.0,Florestal,4.0,Intencional,0,1,0,0,27.58
BL316446,2016010051177.0,2016,7,15,2016-07-15,11:23:00,2016-07-15,15:49:00,2016-07-15,11:52:00,Aveiro,Santa Maria da Feira,Canedo,Lousado (Mosteiro),10903,41.006897,-8.468336,171800.0,448699.0,dms_recuperado,168.0,84.0,84.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,4.43
AT116393,2016070015580.0,2016,7,18,2016-07-18,13:43:00,2016-07-18,17:40:00,2016-07-18,13:48:00,Évora,Évora,Malagueira,Alto de São Bento,70519,38.583333,-7.938889,216818.0,179744.0,dms_recuperado,103.32,82.98,0.0,20.34,Florestal,630.0,Desconhecida,0,1,0,0,3.95
TM216110,2016040020529.0,2016,7,19,2016-07-19,18:15:00,2016-07-20,01:53:00,2016-07-19,18:17:00,Bragança,Carrazeda de Ansiães,Parambos,PARAMBOS,40311,41.237114,-7.360181,264799.0,474499.0,dms_recuperado,266.7,0.0,266.7,0.0,Florestal,449.0,Intencional,0,1,0,0,7.63
TM116258,2016170016615.0,2016,7,22,2016-07-22,15:13:00,2016-07-23,06:19:00,2016-07-22,15:24:00,Vila Real,Vila Real,Vale de Nogueiras,Ludares (Alto das Madorras),171427,41.294346,-7.624073,242639.0,480693.0,dms_recuperado,212.0,0.0,212.0,0.0,Florestal,448.0,Intencional,0,1,0,0,15.1
TM216120,2016040020923.0,2016,7,22,2016-07-22,23:40:00,2016-07-23,06:47:00,2016-07-22,23:42:00,Bragança,Freixo de Espada À Cinta,Freixo de Espada À Cinta,São João PNDI (Prados),40402,41.090145,-6.835867,308999.0,458700.0,dms_recuperado,147.0,0.0,100.0,47.0,Florestal,125.0,Negligente,0,1,0,0,7.12
DM3161696,2016160020559.0,2016,7,23,2016-07-23,22:30:00,2016-07-24,08:49:00,2016-07-23,22:45:00,Viana do Castelo,Paredes de Coura,Ferreira,S.SILVESTRE (Couto do Bouça),160508,41.945702,-8.579793,162963.0,553009.0,dms_recuperado,154.0,24.5,129.5,0.0,Florestal,448.0,Intencional,0,1,0,0,10.32
BI116262,2016090022421.0,2016,7,24,2016-07-24,01:14:00,2016-07-24,13:40:00,2016-07-24,01:30:00,Guarda,Guarda,Vila Cortês do Mondego,Quinta de Santo António,90750,40.598611,-7.313889,269232.0,403804.0,dms_recuperado,205.0,3.0,42.0,160.0,Florestal,449.0,Intencional,0,1,0,0,12.43
RO116393,2016140041537.0,2016,7,25,2016-07-25,14:38:00,2016-07-26,11:10:00,2016-07-25,14:52:00,Santarém,Coruche,Couço,"Vale da Vaqueira (Unnamed Road, Portugal)",140902,39.079722,-8.335833,182354.0,234853.0,dms_recuperado,471.43,467.43,4.0,0.0,Florestal,610.0,Desconhecida,0,1,0,0,20.53
BI2162816,2016050023351.0,2016,7,26,2016-07-26,14:55:00,2016-07-27,05:09:00,2016-07-26,15:05:00,Castelo Branco,Castelo Branco,Monforte da Beira,Monforte da Beira (Monte do Barata),50216,39.750702,-7.312705,270312.0,309474.0,dms_recuperado,1198.6122,571.5919,153.5978,473.4225,Florestal,227.0,Negligente,0,1,0,0,14.23
BI2162818,2016050023370.0,2016,7,26,2016-07-26,16:57:00,2016-07-26,21:50:00,2016-07-26,17:08:00,Castelo Branco,Castelo Branco,Cebolais de Cima,Cebolais de Cima,50206,39.751381,-7.562243,248925.0,309384.0,dms_recuperado,250.0071,134.515,61.9899,53.5022,Florestal,448.0,Intencional,0,1,0,0,4.88
AT216172,2016120014682.0,2016,7,26,2016-07-26,16:50:00,2016-07-26,21:25:00,2016-07-26,16:53:00,Portalegre,Crato,Flor da Rosa,CRATO (Bairro de Carvalho de Janeiro),120603,39.297352,-7.653677,241356.0,258928.0,dms_recuperado,123.42,34.71,11.48,77.23,Florestal,449.0,Intencional,0,1,0,0,4.58
BI116295,2016090023181.0,2016,7,30,2016-07-30,13:05:00,2016-07-31,21:36:00,2016-07-30,13:15:00,Guarda,Manteigas,São Pedro,Caldas,90803,40.388889,-7.545278,249806.0,380352.0,dms_recuperado,149.9999,75.0,74.9999,0.0,Florestal,223.0,Negligente,0,1,0,0,32.52
BI116307,2016090023285.0,2016,7,31,2016-07-31,09:35:00,2016-08-01,20:56:00,2016-07-31,09:35:00,Guarda,Manteigas,Sameiro,Barroca de São Lourenço,90801,40.407222,-7.500833,253569.0,382435.0,dms_recuperado,255.0,95.0,160.0,0.0,Florestal,4.0,Intencional,0,1,0,0,35.35
DM3161807,2016160021688.0,2016,8,2,2016-08-02,16:00:00,2016-08-03,19:48:00,2016-08-02,16:02:00,Viana do Castelo,Arcos de Valdevez,Gavieira,Peneda - PNPG (Férrea),160113,41.963932,-8.219667,192827.0,554941.0,dms_recuperado,1117.0,600.0,517.0,0.0,Florestal,125.0,Negligente,0,1,0,0,27.8
BL216261,2016060033994.0,2016,8,3,2016-08-03,15:37:00,2016-08-03,23:18:00,2016-08-03,15:50:00,Coimbra,Góis,Alvares,Obrais,60601,40.025539,-8.137237,199647.0,339669.0,dms_recuperado,160.0,129.0,31.0,0.0,Florestal,448.0,Intencional,0,1,0,0,7.68
DM2162182,2016130117860.0,2016,8,5,2016-08-05,15:30:00,2016-08-06,05:03:00,2016-08-05,15:39:00,Porto,Gondomar,Melres,Vilarinho (Costeirinha),130407,41.065371,-8.393758,178093.0,455172.0,dms_recuperado,365.0,0.0,365.0,0.0,Florestal,610.0,Desconhecida,0,1,0,0,13.55
BL316891,2016010057926.0,2016,8,6,2016-08-06,19:06:00,2016-08-11,00:43:00,2016-08-06,19:31:00,Aveiro,Arouca,Rossas,Encosta da Serra da Freita (Provisende de Baixo),10415,40.891991,-8.311121,185000.0,435900.0,dms_recuperado,2577.0,1932.75,644.25,0.0,Florestal,4.0,Intencional,0,1,0,0,101.62
BI116329,2016090023958.0,2016,8,6,2016-08-06,09:33:00,2016-08-06,22:19:00,2016-08-06,09:45:00,Guarda,Mêda,Rabaçal,Vale de Pai,90914,40.859167,-7.269722,272701.0,432769.0,dms_recuperado,661.5,353.0,200.0,108.5,Florestal,125.0,Negligente,0,1,0,0,12.77
DM3161856,2016160022114.0,2016,8,6,2016-08-06,13:15:00,2016-08-07,09:55:00,2016-08-06,13:25:00,Viana do Castelo,Arcos de Valdevez,Portela,EXTREMO (Cimo de Vila),160127,41.946388,-8.454848,173324.0,553039.0,dms_recuperado,206.5,21.0,185.5,0.0,Florestal,711.0,Reacendimento,1,1,0,0,20.67
DM2162278,2016130118647.0,2016,8,6,2016-08-06,17:26:00,2016-08-06,20:20:00,2016-08-06,17:45:00,Porto,Penafiel,Vila Cova,Lg. Buriz (VILA COVA),131137,41.169658,-8.237889,191208.0,466726.0,dms_recuperado,157.0,0.0,157.0,0.0,Florestal,145.0,Negligente,0,1,0,0,2.9
DM3161885,2016160022263.0,2016,8,7,2016-08-07,17:59:00,2016-08-10,20:50:00,2016-08-07,18:03:00,Viana do Castelo,Vila Nova de Cerveira,Covas,COVAS,161004,41.886585,-8.694601,153400.0,546499.0,dms_recuperado,6651.29,696.48,5843.15,111.66,Florestal,711.0,Reacendimento,1,1,0,0,74.85
DM3161878,2016160022240.0,2016,8,7,2016-08-07,15:25:00,2016-08-08,10:21:00,2016-08-07,15:27:00,Viana do Castelo,Paredes de Coura,Rubiães,ANTAS - RUBIAES (Ponte Nova do Crasto),160520,41.89706,-8.629881,158778.0,547630.0,dms_recuperado,3664.68,3184.28,480.4,0.0,Florestal,711.0,Reacendimento,1,1,0,0,18.93
DM416891,2016030059447.0,2016,8,7,2016-08-07,14:58:00,2016-08-09,20:47:00,2016-08-07,15:06:00,Braga,Barcelos,Tamel (Santa Leocádia),"Portelinha (N103 508, 4750, Portugal)",30267,41.566667,-8.661667,155814.0,511122.0,dms_recuperado,1694.0,1444.0,250.0,0.0,Florestal,711.0,Reacendimento,1,1,0,0,53.82
BI116346,2016090024143.0,2016,8,7,2016-08-07,15:24:00,2016-08-08,20:19:00,2016-08-07,16:00:00,Guarda,Trancoso,Aldeia Nova,Quinta do Lucas,91301,40.7,-7.427778,259509.0,414970.0,dms_recuperado,1397.9996,175.0,649.9996,573.0,Florestal,630.0,Desconhecida,0,1,0,0,28.92
BL316914,2016010058061.0,2016,8,7,2016-08-07,07:25:00,2016-08-08,12:40:00,2016-08-07,08:46:00,Aveiro,Vale de Cambra,Arões,Felgueira (Ribeira de Paraduca),11901,40.813152,-8.277264,187838.0,427139.0,dms_recuperado,984.0,787.0,197.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,29.25
BL116523,2016180042415.0,2016,8,7,2016-08-07,05:04:00,2016-08-07,09:51:00,2016-08-07,08:06:00,Viseu,Cinfães,Ferreiros de Tendais,Ruivais,180405,41.063192,-8.055801,206499.0,454899.0,dms_recuperado,708.0,48.0,660.0,0.0,Florestal,448.0,Intencional,0,1,0,0,4.78
BL116543,2016180042605.0,2016,8,7,2016-08-07,21:15:00,2016-08-09,19:02:00,2016-08-07,21:38:00,Viseu,Cinfães,Cinfães,Sanguinhedo,180403,41.051502,-8.091499,203500.0,453599.0,dms_recuperado,566.0,0.0,566.0,0.0,Florestal,448.0,Intencional,0,1,0,0,45.78
BL316912,2016010058059.0,2016,8,7,2016-08-07,06:58:00,2016-08-07,11:45:00,2016-08-07,07:12:00,Aveiro,Santa Maria da Feira,Canedo,Canto das Oliveiras (Mosteiro),10903,41.006897,-8.468336,171800.0,448699.0,dms_recuperado,550.0,220.0,330.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,4.78
DM416870,2016030059387.0,2016,8,7,2016-08-07,11:06:00,2016-08-08,06:16:00,2016-08-07,11:20:00,Braga,Póvoa de Lanhoso,Garfe,PENA (Rande),30913,41.534461,-8.24488,190674.0,507242.0,dms_recuperado,448.0,248.0,200.0,0.0,Florestal,449.0,Intencional,0,1,0,0,19.17
DM416912,2016030059511.0,2016,8,7,2016-08-07,18:00:00,2016-08-08,06:35:00,2016-08-07,18:13:00,Braga,Celorico de Basto,Basto (São Clemente),PIAS (Sernadas),30520,41.466161,-8.045611,207312.0,499654.0,dms_recuperado,429.0,45.0,384.0,0.0,Florestal,448.0,Intencional,0,1,0,0,12.58
BL316919,2016010058089.0,2016,8,7,2016-08-07,09:26:00,2016-08-08,18:05:00,2016-08-07,09:40:00,Aveiro,Estarreja,Salreu,Rochico entre A1 e A29 (Laceiras de Baixo),10806,40.737335,-8.565235,163500.0,418800.0,dms_recuperado,416.7,416.7,0.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,32.65
DM2162406,2016130119366.0,2016,8,7,2016-08-07,17:47:00,2016-08-08,21:09:00,2016-08-07,17:50:00,Porto,Lousada,Lustosa,Serra de Campelos (Agrela),130511,41.341953,-8.324253,184003.0,485873.0,dms_recuperado,359.2,322.0,33.2,4.0,Florestal,610.0,Desconhecida,0,1,0,0,27.37
BL116526,2016180042427.0,2016,8,7,2016-08-07,07:49:00,2016-08-08,11:36:00,2016-08-07,07:55:00,Viseu,Cinfães,São Cristovão de Nogueira,Cádis (Cerdeira),180413,41.063026,-8.123139,200839.0,454878.0,dms_recuperado,300.1,0.0,300.1,0.0,Florestal,448.0,Intencional,0,1,0,0,27.78
DM416908,2016030059494.0,2016,8,7,2016-08-07,16:56:00,2016-08-08,06:43:00,2016-08-07,17:15:00,Braga,Braga,São Mamede Este,"Paço (Tv. do Paço 3, 4715 Este (São Mamede), Portugal)",30344,41.573333,-8.34,182644.0,511753.0,dms_recuperado,238.0,200.0,38.0,0.0,Florestal,449.0,Intencional,0,1,0,0,13.78
BL116537,2016180042556.0,2016,8,7,2016-08-07,18:00:00,2016-08-09,10:00:00,2016-08-07,18:29:00,Viseu,Cinfães,Santiago de Piães,Ventoselas,180412,41.072216,-8.167637,197100.0,455900.0,dms_recuperado,238.0,0.0,238.0,0.0,Florestal,448.0,Intencional,0,1,0,0,40.0
DM416896,2016030059458.0,2016,8,7,2016-08-07,15:25:00,2016-08-08,04:41:00,2016-08-07,15:35:00,Braga,Fafe,Freitas,"SANTA MARINHA (Unnamed Road, 4820, Portugal)",30713,41.501667,-8.226944,192062.0,503774.0,dms_recuperado,194.0,163.0,30.0,1.0,Florestal,630.0,Desconhecida,0,1,0,0,13.27
DM3161866,2016160022184.0,2016,8,7,2016-08-07,01:13:00,2016-08-07,03:14:00,2016-08-07,02:17:00,Viana do Castelo,Arcos de Valdevez,Couto,Gandaras (Cruz Nova),160109,41.88188,-8.403852,177530.0,545860.0,dms_recuperado,185.0,165.0,20.0,0.0,Florestal,448.0,Intencional,0,1,0,0,2.02
TM216169,2016040023045.0,2016,8,7,2016-08-07,12:13:00,2016-08-07,19:57:00,2016-08-07,12:20:00,Bragança,Bragança,Santa Comba de Rossas,SANTA COMBA DE ROSSAS (ED15 (ED15) Km 223),40241,41.666821,-6.8186,309479.0,522770.0,dms_recuperado,181.05,24.26,153.56,3.23,Florestal,152.0,Negligente,0,1,0,0,7.73
DM2162417,2016130119409.0,2016,8,7,2016-08-07,18:34:00,2016-08-08,07:51:00,2016-08-07,18:50:00,Porto,Marco de Canaveses,Soalhães,Venda da Giesta (Ladário),130722,41.161578,-8.101558,202650.0,465824.0,dms_recuperado,170.0,70.0,100.0,0.0,Florestal,610.0,Desconhecida,0,1,0,0,13.28
BI116345,2016090024139.0,2016,8,7,2016-08-07,15:09:00,2016-08-08,04:03:00,2016-08-07,15:26:00,Guarda,Aguiar da Beira,Cortiçada,Campo de futebol,90103,40.756944,-7.544722,249575.0,421218.0,dms_recuperado,137.0,95.0,37.0,5.0,Florestal,630.0,Desconhecida,0,1,0,0,12.9
BI116348,2016090024157.0,2016,8,7,2016-08-07,16:57:00,2016-08-09,13:21:00,2016-08-07,17:40:00,Guarda,Gouveia,Cativelos,Foz Ribeira de Girabolhos,90603,40.53624,-7.713603,235542.0,396462.0,dms_recuperado,132.0,127.0,0.0,5.0,Florestal,448.0,Intencional,0,1,0,0,44.4
DM416888,2016030059437.0,2016,8,7,2016-08-07,14:19:00,2016-08-07,21:51:00,2016-08-07,14:50:00,Braga,Guimarães,Atães,CASAS NOVAS (Mata),30803,41.471651,-8.238437,191204.0,500266.0,dms_recuperado,131.0,55.0,76.0,0.0,Florestal,448.0,Intencional,0,1,0,0,7.53
BL316935,2016010058167.0,2016,8,7,2016-08-07,14:18:00,2016-08-08,00:07:00,2016-08-07,14:25:00,Aveiro,Mealhada,Casal Comba,"Vale de Freixo (R. Salão, 3050 Casal Comba, Portugal)",11103,40.350556,-8.468056,171440.0,375994.0,dms_recuperado,128.98,119.08,9.9,0.0,Florestal,620.0,Desconhecida,0,1,0,0,9.82
DM2162365,2016130119207.0,2016,8,7,2016-08-07,13:46:00,2016-08-08,01:55:00,2016-08-07,13:57:00,Porto,Amarante,Salvador do Monte,Vila Nova (SÃO SALVADOR),130129,41.23691,-8.095681,203139.0,474190.0,dms_recuperado,128.0,50.0,78.0,0.0,Florestal,610.0,Desconhecida,0,1,0,0,12.15
DM2162402,2016130119340.0,2016,8,7,2016-08-07,16:40:00,2016-08-08,12:11:00,2016-08-07,17:00:00,Porto,Penafiel,Marecos,Lugar de Aveleira de Além (Aveleira de Além),131118,41.200887,-8.280964,187599.0,470199.0,dms_recuperado,128.0,0.0,128.0,0.0,Florestal,145.0,Negligente,0,1,0,0,19.52
DM2162358,2016130119169.0,2016,8,7,2016-08-07,12:44:00,2016-08-08,04:36:00,2016-08-07,12:53:00,Porto,Marco de Canaveses,Vila Boa de Quires,Quires (Monte),130731,41.208106,-8.211652,193414.0,470994.0,dms_recuperado,125.35,0.0,125.35,0.0,Florestal,610.0,Desconhecida,0,1,0,0,15.87
DM3161887,2016160022264.0,2016,8,7,2016-08-07,18:26:00,2016-08-08,06:33:00,2016-08-07,18:35:00,Viana do Castelo,Ponte de Lima,Gemieira,Vilar - GEMIEIRA (Soujo do Monte),160727,41.767468,-8.52728,167226.0,533191.0,dms_recuperado,124.54,41.5,83.04,0.0,Florestal,448.0,Intencional,0,1,0,0,12.12
BI116338,2016090024068.0,2016,8,7,2016-08-07,05:51:00,2016-08-07,14:06:00,2016-08-07,06:00:00,Guarda,Gouveia,Melo,Sangas,90609,40.513056,-7.539722,250201.0,394137.0,dms_recuperado,124.0,0.5,119.0,4.5,Florestal,448.0,Intencional,0,1,0,0,8.25
BL316940,2016010058187.0,2016,8,7,2016-08-07,14:56:00,2016-08-07,23:12:00,2016-08-07,15:05:00,Aveiro,Oliveira do Bairro,Bustos,"Vale de Bustos (R. Principal 89, 3840-303, Portugal)",11401,40.491667,-8.621667,158465.0,391728.0,dms_recuperado,116.83,105.0,11.83,0.0,Florestal,610.0,Desconhecida,0,1,0,0,8.27
DM416909,2016030059502.0,2016,8,7,2016-08-07,17:33:00,2016-08-07,23:43:00,2016-08-07,17:45:00,Braga,Fafe,Arões (Santa Cristina),SOUTO NOVO (Fonte da Cruz),30726,41.440062,-8.220771,192676.0,496756.0,dms_recuperado,103.0,90.0,13.0,0.0,Florestal,448.0,Intencional,0,1,0,0,6.17
TM216171,2016040023077.0,2016,8,7,2016-08-07,14:36:00,2016-08-07,21:43:00,2016-08-07,14:45:00,Bragança,Bragança,Parâmio,PARÂMIO - PNM (Rio Baceiro),40229,41.877811,-6.86527,305247.0,546148.0,dms_recuperado,100.35,0.0,89.95,10.4,Florestal,60.0,Desconhecida,0,1,0,0,7.12
BL3161009,2016010058554.0,2016,8,8,2016-08-08,14:35:00,2016-08-16,17:21:00,2016-08-08,14:58:00,Aveiro,Arouca,Janarde,Telhe (Ribeira da Mourinha),10412,40.922745,-8.150936,198499.0,439300.0,dms_recuperado,21909.0,16431.0,5478.0,0.0,Florestal,6.0,Desconhecida,0,1,0,0,194.77
BL316984,2016010058351.0,2016,8,8,2016-08-08,04:09:00,2016-08-16,12:01:00,2016-08-08,04:20:00,Aveiro,Águeda,Préstimo,Ventoso (PRÉSTIMO),10114,40.626297,-8.339956,182499.0,406400.0,dms_recuperado,7168.11,6837.39,260.72,70.0,Florestal,6.0,Desconhecida,0,1,0,0,199.87
DM3161899,2016160022311.0,2016,8,8,2016-08-08,02:11:00,2016-08-13,00:00:00,2016-08-08,03:10:00,Viana do Castelo,Arcos de Valdevez,Cabana Maior,CABANA MAIOR - PNPG (Branda de Travanca),160105,41.901321,-8.314525,184949.0,547999.0,dms_recuperado,4444.0,600.0,3844.0,0.0,Florestal,448.0,Intencional,0,1,0,0,117.82
AG116386,2016080034923.0,2016,8,8,2016-08-08,15:00:00,2016-08-09,09:15:00,2016-08-08,15:12:00,Faro,Silves,São Marcos da Serra,"Monte do Manuel Francisco (R. de Perna Seca de Baixo, 8375 São Bartolomeu de Messines, Portugal)",81306,37.333333,-8.303611,184777.0,41002.0,dms_recuperado,1782.0,1080.0,686.0,16.0,Florestal,449.0,Intencional,0,1,0,0,18.25
BI116360,2016090024276.0,2016,8,8,2016-08-08,15:08:00,2016-08-09,19:44:00,2016-08-08,15:21:00,Guarda,Gouveia,Ribamondego,Junto ao antigo campo de futebol,90614,40.557778,-7.576944,247006.0,399103.0,dms_recuperado,1350.0,48.0,1276.0,26.0,Florestal,448.0,Intencional,0,1,0,0,28.6
DM2162584,2016130120255.0,2016,8,8,2016-08-08,20:29:00,2016-08-09,14:41:00,2016-08-08,20:55:00,Porto,Marco de Canaveses,Penha Longa,Carrapatelo,130715,41.088596,-8.133537,199965.0,457718.0,dms_recuperado,891.16,0.0,891.16,0.0,Florestal,610.0,Desconhecida,1,1,0,0,18.2
DM2162543,2016130120025.0,2016,8,8,2016-08-08,14:53:00,2016-08-09,12:09:00,2016-08-08,15:00:00,Porto,Gondomar,São Pedro da Cova,Passal,130410,41.150782,-8.497651,169400.0,464689.0,dms_recuperado,795.0,700.0,85.0,10.0,Florestal,610.0,Desconhecida,0,1,0,0,21.27
